country,date,GDP growth,Unemployment_TLF,Unemployment_AEF,Unemployment_AEM,Unemployment_AET
China,2020-01-01,2.3475135727457,5.0,,,
China,2019-01-01,5.94971423273162,4.6,,,
China,2018-01-01,6.74977383247717,4.3,,,
China,2017-01-01,6.94720079327288,4.4,,,
China,2016-01-01,6.84876220503246,4.5,,,
China,2015-01-01,7.04132887865481,4.6,,,
China,2014-01-01,7.42576365645755,4.6,,,
China,2013-01-01,7.766150097539,4.6,,,
China,2012-01-01,7.86373644866194,4.6,,,
China,2011-01-01,9.55083217886229,4.5,,,
China,2010-01-01,10.6358710646812,4.5,,,
China,2009-01-01,9.39872563237978,4.7,,,
China,2008-01-01,9.65067891955702,4.6,,,
China,2007-01-01,14.2308609330803,4.3,,,
China,2006-01-01,12.7209556651735,4.4,,,
China,2005-01-01,11.3945918097286,4.5,,,
China,2004-01-01,10.1136213780461,4.5,,,
China,2003-01-01,10.038030481108,4.6,,,
China,2002-01-01,9.13363078993316,4.2,,,
China,2001-01-01,8.3357334781433,3.8,,,
China,2000-01-01,8.49009340575191,3.3,,,
China,1999-01-01,7.66165150053656,3.3,,,
China,1998-01-01,7.84595178761953,3.2,,,
China,1997-01-01,9.23677989162672,3.2,,,
China,1996-01-01,9.92255675231162,3.1,,,
China,1995-01-01,10.9539543428699,3.0,,,
China,1994-01-01,13.0368066319673,2.9,,,
China,1993-01-01,13.8837293021031,2.7,,,
China,1992-01-01,14.2245295931824,2.4,,,
China,1991-01-01,9.26278608406234,2.4,,,
China,1990-01-01,3.92025136776569,,,,
China,1989-01-01,4.20633435547815,,,,
China,1988-01-01,11.222594982521,,,,
China,1987-01-01,11.6574277931357,,,,
China,1986-01-01,8.94996176438008,,,,
China,1985-01-01,13.4306775204064,,,,
China,1984-01-01,15.1915400236134,,,,
China,1983-01-01,10.7702025065715,,,,
China,1982-01-01,9.01711391382203,,,,
China,1981-01-01,5.11276109058912,,,,
China,1980-01-01,7.83414501593799,,,,
China,1979-01-01,7.5913246800003,,,,
China,1978-01-01,11.3259779901995,,,,
China,1977-01-01,7.56999999917166,,,,
China,1976-01-01,-1.57000000275067,,,,
China,1975-01-01,8.72000000047512,,,,
China,1974-01-01,2.31000000049113,,,,
China,1973-01-01,7.7600000016445,,,,
China,1972-01-01,3.80999999825444,,,,
China,1971-01-01,7.06000000335179,,,,
China,1970-01-01,19.299999996256,,,,
China,1969-01-01,16.9399999961093,,,,
China,1968-01-01,-4.09999999214142,,,,
China,1967-01-01,-5.77000000422508,,,,
China,1966-01-01,10.6500000041736,,,,
China,1965-01-01,16.950000002496,,,,
China,1964-01-01,18.179999994202,,,,
China,1963-01-01,10.2999999952758,,,,
China,1962-01-01,-5.579999990136,,,,
China,1961-01-01,-27.2700000039461,,,,
China,1960-01-01,,,,,
Germany,2020-01-01,-4.56961671737398,4.31,,,
Germany,2019-01-01,1.05550824713283,3.14,1.8400000333786,1.77999997138977,1.80999994277954
Germany,2018-01-01,1.08602451412267,3.38,1.92999994754791,1.83000004291534,1.87000000476837
Germany,2017-01-01,2.68023111405891,3.75,1.98000001907349,1.97000002861023,1.98000001907349
Germany,2016-01-01,2.22999986782015,4.12,2.25999999046326,2.13000011444092,2.19000005722046
Germany,2015-01-01,1.49193152760772,4.62,2.53999996185303,2.17000007629395,2.3199999332428
Germany,2014-01-01,2.20954343134872,4.98,2.75,2.26999998092651,2.47000002861023
Germany,2013-01-01,0.437591303144671,5.23,2.58999991416931,2.16000008583069,2.34999990463257
Germany,2012-01-01,0.418497594217598,5.38,2.59999990463257,2.08999991416931,2.30999994277954
Germany,2011-01-01,3.92519270463411,5.82,2.66000008583069,2.16000008583069,2.36999988555908
Germany,2010-01-01,4.17988249873657,6.97,3.24000000953674,2.85999989509583,3.01999998092651
Germany,2009-01-01,-5.69383633640285,7.74,3.72000002861023,3.16000008583069,3.39000010490417
Germany,2008-01-01,0.95987913356484,7.53,3.94000005722046,2.88000011444092,3.30999994277954
Germany,2007-01-01,2.97645513131597,8.66,4.46999979019165,3.38000011444092,3.8199999332428
Germany,2006-01-01,3.816441912988,10.25,5.28999996185303,4.46999979019165,4.78999996185303
Germany,2005-01-01,0.731707163554191,11.17,6.01999998092651,5.19000005722046,5.51000022888184
Germany,2004-01-01,1.17508813160987,10.73,5.86999988555908,5.09000015258789,5.40000009536743
Germany,2003-01-01,-0.700116686114356,9.78,5.71000003814697,4.51999998092651,4.96999979019165
Germany,2002-01-01,-0.197973834771361,8.48,4.78999996185303,3.94000005722046,4.26000022888184
Germany,2001-01-01,1.68146848097079,7.77,4.86999988555908,3.71000003814697,4.13000011444092
Germany,2000-01-01,2.91250296366708,7.92,5.19999980926514,3.72000002861023,4.26000022888184
Germany,1999-01-01,1.88726115399444,8.86,5.75,4.63000011444092,5.03000020980835
Germany,1998-01-01,2.01393278519326,9.79,6.6399998664856,4.88000011444092,5.5
Germany,1997-01-01,1.79216082094591,9.86,,,
Germany,1996-01-01,0.80582289149001,8.83,,,
Germany,1995-01-01,1.54414649556445,8.16,,,
Germany,1994-01-01,2.39189207051331,8.73,,,
Germany,1993-01-01,-0.976849818160517,7.68,,,
Germany,1992-01-01,1.923076559054,6.32,,,
Germany,1991-01-01,5.10826152190214,5.32,,,
Germany,1990-01-01,5.25500608278011,,,,
Germany,1989-01-01,3.89655169214447,,,,
Germany,1988-01-01,3.70723565949591,,,,
Germany,1987-01-01,1.40215162742055,,,,
Germany,1986-01-01,2.28733922127036,,,,
Germany,1985-01-01,2.32793526226367,,,,
Germany,1984-01-01,2.82294780997955,,,,
Germany,1983-01-01,1.57241016952116,,,,
Germany,1982-01-01,-0.394840774795966,,,,
Germany,1981-01-01,0.529240556536067,,,,
Germany,1980-01-01,1.40882863572145,,,,
Germany,1979-01-01,4.15036334066737,,,,
Germany,1978-01-01,3.00849285673846,,,,
Germany,1977-01-01,3.34721812001672,,,,
Germany,1976-01-01,4.94925837665457,,,,
Germany,1975-01-01,-0.866738894227723,,,,
Germany,1974-01-01,0.890068740587211,,,,
Germany,1973-01-01,4.77748689217385,,,,
Germany,1972-01-01,4.30034133420232,,,,
Germany,1971-01-01,3.13269973811248,,,,
Germany,1970-01-01,,,,,
Germany,1969-01-01,,,,,
Germany,1968-01-01,,,,,
Germany,1967-01-01,,,,,
Germany,1966-01-01,,,,,
Germany,1965-01-01,,,,,
Germany,1964-01-01,,,,,
Germany,1963-01-01,,,,,
Germany,1962-01-01,,,,,
Germany,1961-01-01,,,,,
Germany,1960-01-01,,,,,
"Egypt, Arab Rep.",2020-01-01,3.5696694750486,10.45,,,
"Egypt, Arab Rep.",2019-01-01,5.55768388791593,9.73,,,
"Egypt, Arab Rep.",2018-01-01,5.31412103746398,9.82,34.5900001525879,15.0900001525879,22.1399993896484
"Egypt, Arab Rep.",2017-01-01,4.18122100091018,11.74,31.1399993896484,14.7299995422363,20.75
"Egypt, Arab Rep.",2016-01-01,4.34664345337812,12.41,30.7800006866455,14.7799997329712,20.6299991607666
"Egypt, Arab Rep.",2015-01-01,4.37201907940117,13.05,32.7900009155273,15.1999998092651,21.6399993896484
"Egypt, Arab Rep.",2014-01-01,2.91591187883586,13.11,31.4599990844727,13.6300001144409,19.9400005340576
"Egypt, Arab Rep.",2013-01-01,2.18546605471226,13.15,34.1100006103516,15.1899995803833,21.9699993133545
"Egypt, Arab Rep.",2012-01-01,2.22619979662137,12.6,32.3300018310547,15.1199998855591,21.2099990844727
"Egypt, Arab Rep.",2011-01-01,1.76457194925801,11.85,31.8899993896484,13.6599998474121,19.9099998474121
"Egypt, Arab Rep.",2010-01-01,5.14723485873294,8.76,33.0400009155273,10.9099998474121,18.5
"Egypt, Arab Rep.",2009-01-01,4.67359980040543,9.09,29.7299995422363,12.039999961853,17.8799991607666
"Egypt, Arab Rep.",2008-01-01,7.15628356351688,8.52,24.6800003051758,11.7700004577637,15.9799995422363
"Egypt, Arab Rep.",2007-01-01,7.08782742739524,8.8,,,
"Egypt, Arab Rep.",2006-01-01,6.84383819698924,10.49,,,
"Egypt, Arab Rep.",2005-01-01,4.47174446860463,11.2,,,
"Egypt, Arab Rep.",2004-01-01,4.0920716120453,10.32,,,
"Egypt, Arab Rep.",2003-01-01,3.19345473897896,11.01,,,
"Egypt, Arab Rep.",2002-01-01,2.39020402784614,10.01,,,
"Egypt, Arab Rep.",2001-01-01,3.53525196931786,9.26,,,
"Egypt, Arab Rep.",2000-01-01,6.37000383423162,8.98,,,
"Egypt, Arab Rep.",1999-01-01,6.05343878260187,7.95,,,
"Egypt, Arab Rep.",1998-01-01,5.57549746115957,8.03,,,
"Egypt, Arab Rep.",1997-01-01,5.49235474011323,8.37,,,
"Egypt, Arab Rep.",1996-01-01,4.98873056985471,9.0,,,
"Egypt, Arab Rep.",1995-01-01,4.64245877018411,11.04,,,
"Egypt, Arab Rep.",1994-01-01,3.97317218537407,10.93,,,
"Egypt, Arab Rep.",1993-01-01,2.90079079353305,10.92,,,
"Egypt, Arab Rep.",1992-01-01,4.47285918939831,8.92,,,
"Egypt, Arab Rep.",1991-01-01,1.12540459483199,9.38,,,
"Egypt, Arab Rep.",1990-01-01,5.66702915073418,,,,
"Egypt, Arab Rep.",1989-01-01,4.92086860507972,,,,
"Egypt, Arab Rep.",1988-01-01,5.46132049838887,,,,
"Egypt, Arab Rep.",1987-01-01,3.83275261324046,,,,
"Egypt, Arab Rep.",1986-01-01,4.74452554744526,,,,
"Egypt, Arab Rep.",1985-01-01,5.79150579150576,,,,
"Egypt, Arab Rep.",1984-01-01,9.74576271186444,,,,
"Egypt, Arab Rep.",1983-01-01,5.09440684004265,,,,
"Egypt, Arab Rep.",1982-01-01,9.90717113423626,,,,
"Egypt, Arab Rep.",1981-01-01,7.34855389679601,,,,
"Egypt, Arab Rep.",1980-01-01,10.0113290380379,,,,
"Egypt, Arab Rep.",1979-01-01,4.54768962755854,,,,
"Egypt, Arab Rep.",1978-01-01,8.62876764593663,,,,
"Egypt, Arab Rep.",1977-01-01,9.00304426663132,,,,
"Egypt, Arab Rep.",1976-01-01,13.2796894433347,,,,
"Egypt, Arab Rep.",1975-01-01,8.93914715752102,,,,
"Egypt, Arab Rep.",1974-01-01,1.55893857106683,,,,
"Egypt, Arab Rep.",1973-01-01,3.50683016339957,,,,
"Egypt, Arab Rep.",1972-01-01,3.05568062434342,,,,
"Egypt, Arab Rep.",1971-01-01,4.05734632683654,,,,
"Egypt, Arab Rep.",1970-01-01,5.59851503979148,,,,
"Egypt, Arab Rep.",1969-01-01,5.27951751333779,,,,
"Egypt, Arab Rep.",1968-01-01,-1.60679234947715,,,,
"Egypt, Arab Rep.",1967-01-01,0.805264126633531,,,,
"Egypt, Arab Rep.",1966-01-01,5.04640371229708,,,,
"Egypt, Arab Rep.",1965-01-01,4.91404229423402,,,,
"Egypt, Arab Rep.",1964-01-01,11.5075774711604,,,,
"Egypt, Arab Rep.",1963-01-01,10.5180926192111,,,,
"Egypt, Arab Rep.",1962-01-01,3.87561672292931,,,,
"Egypt, Arab Rep.",1961-01-01,5.16111414527542,,,,
"Egypt, Arab Rep.",1960-01-01,,,,,
Spain,2020-01-01,-10.8228864939664,15.67,,,
Spain,2019-01-01,2.08519142117105,14.1,9.76000022888184,7.3600001335144,8.60999965667725
Spain,2018-01-01,2.28878567617447,15.26,10.1499996185303,7.55999994277954,8.90999984741211
Spain,2017-01-01,2.97364119053731,17.22,11.5200004577637,8.26000022888184,9.97000026702881
Spain,2016-01-01,3.03130132981933,19.64,13.210000038147,9.96000003814697,11.6700000762939
Spain,2015-01-01,3.83517266033846,22.06,14.9499998092651,11.25,13.1899995803833
Spain,2014-01-01,1.38390794267029,24.44,16.2999992370605,13.0900001525879,14.75
Spain,2013-01-01,-1.43539425919327,26.09,17.5499992370605,14.3299999237061,15.9799995422363
Spain,2012-01-01,-2.95944130173555,24.79,16.3299999237061,13.3699998855591,14.8900003433228
Spain,2011-01-01,-0.81437345515107,21.39,13.5699996948242,11.3599996566772,12.4799995422363
Spain,2010-01-01,0.163010230841422,19.86,12.1499996185303,10.1199998855591,11.1499996185303
Spain,2009-01-01,-3.76323192690089,17.86,10.4499998092651,8.85000038146973,9.64999961853027
Spain,2008-01-01,0.887145182485298,11.25,7.55000019073486,5.1100001335144,6.30999994277954
Spain,2007-01-01,3.60468797126931,8.23,6.46999979019165,4.09000015258789,5.25
Spain,2006-01-01,4.10272711542463,8.45,7.53000020980835,4.51999998092651,5.98999977111816
Spain,2005-01-01,3.65203267433178,9.15,8.18000030517578,5.34999990463257,6.73000001907349
Spain,2004-01-01,3.12279524151424,11.09,10.6700000762939,6.0,8.27000045776367
Spain,2003-01-01,2.98189483596207,11.28,10.6199998855591,6.03000020980835,8.23999977111816
Spain,2002-01-01,2.73102223160264,11.15,12.1800003051758,5.53000020980835,8.6899995803833
Spain,2001-01-01,3.93294884333099,10.35,10.8800001144409,5.15000009536743,7.82000017166138
Spain,2000-01-01,5.24599468041613,13.79,15.289999961853,6.96999979019165,10.8500003814697
Spain,1999-01-01,4.49049131553554,15.48,18.2999992370605,7.92999982833862,12.7600002288818
Spain,1998-01-01,4.39303735124493,18.67,21.7099990844727,9.69999980926514,15.2700004577637
Spain,1997-01-01,3.70258028536841,20.7,,,
Spain,1996-01-01,2.66052445272342,22.14,,,
Spain,1995-01-01,2.75749399442464,22.68,,,
Spain,1994-01-01,2.38319539651248,24.21,,,
Spain,1993-01-01,-1.03149186343941,22.16,,,
Spain,1992-01-01,0.929215548666747,17.7,,,
Spain,1991-01-01,2.54600054810226,15.93,,,
Spain,1990-01-01,3.78139337826686,,,,
Spain,1989-01-01,4.82703031232241,,,,
Spain,1988-01-01,5.09432429766936,,,,
Spain,1987-01-01,5.54712251525866,,,,
Spain,1986-01-01,3.25332184173544,,,,
Spain,1985-01-01,2.32143575836614,,,,
Spain,1984-01-01,1.78468758048753,,,,
Spain,1983-01-01,1.77011566326799,,,,
Spain,1982-01-01,1.24646170534606,,,,
Spain,1981-01-01,-0.132468611426361,,,,
Spain,1980-01-01,2.20872827746719,,,,
Spain,1979-01-01,0.0415463453412883,,,,
Spain,1978-01-01,1.46300344615614,,,,
Spain,1977-01-01,2.83857436036729,,,,
Spain,1976-01-01,3.30379150489574,,,,
Spain,1975-01-01,0.542203214009334,,,,
Spain,1974-01-01,5.61878581441493,,,,
Spain,1973-01-01,7.78846536076689,,,,
Spain,1972-01-01,8.14974579127789,,,,
Spain,1971-01-01,4.64947360429215,,,,
Spain,1970-01-01,4.29063926798075,,,,
Spain,1969-01-01,8.90701555527096,,,,
Spain,1968-01-01,6.59702013758312,,,,
Spain,1967-01-01,4.34033841707489,,,,
Spain,1966-01-01,7.24606030950785,,,,
Spain,1965-01-01,6.253134898985,,,,
Spain,1964-01-01,5.30851024557151,,,,
Spain,1963-01-01,9.59649887419761,,,,
Spain,1962-01-01,9.95343810301794,,,,
Spain,1961-01-01,11.8386741948332,,,,
Spain,1960-01-01,,,,,
France,2020-01-01,-7.85525603703762,8.62,,,
France,2019-01-01,1.84297181445896,8.44,4.90999984741211,5.32000017166138,5.09999990463257
France,2018-01-01,1.86506607081999,9.02,5.44000005722046,5.44999980926514,5.44000005722046
France,2017-01-01,2.29141999417021,9.41,5.44000005722046,4.98000001907349,5.23000001907349
France,2016-01-01,1.09546440372048,10.04,5.84999990463257,5.53999996185303,5.71000003814697
France,2015-01-01,1.1129123405747,10.35,6.09999990463257,6.55999994277954,6.32000017166138
France,2014-01-01,0.956183052371557,10.29,6.28000020980835,6.36999988555908,6.32000017166138
France,2013-01-01,0.576326674771792,9.92,5.8899998664856,6.09999990463257,5.98999977111816
France,2012-01-01,0.313134751077172,9.4,5.44999980926514,5.42000007629395,5.42999982833862
France,2011-01-01,2.19270063266654,8.81,5.34999990463257,4.98000001907349,5.17000007629395
France,2010-01-01,1.94943762312663,8.87,5.26000022888184,5.21000003814697,5.23999977111816
France,2009-01-01,-2.87331382849631,8.74,5.32000017166138,5.32000017166138,5.32000017166138
France,2008-01-01,0.254945960124005,7.06,4.5,4.07000017166138,4.30000019073486
France,2007-01-01,2.42473624337305,7.66,5.26000022888184,5.15999984741211,5.21000003814697
France,2006-01-01,2.44932360111885,8.45,5.55999994277954,5.65000009536743,5.59999990463257
France,2005-01-01,1.66321998030079,8.49,6.1100001335144,5.73000001907349,5.92999982833862
France,2004-01-01,2.82975292869891,8.91,6.67000007629395,6.15999984741211,6.42000007629395
France,2003-01-01,0.823160756684118,8.31,6.03000020980835,5.6399998664856,5.84000015258789
France,2002-01-01,1.13553148214601,8.7,5.40000009536743,5.57000017166138,5.48999977111816
France,2001-01-01,1.98372141863292,8.61,5.44999980926514,4.23999977111816,4.84999990463257
France,2000-01-01,3.92366922704063,10.22,6.17000007629395,4.90999984741211,5.55000019073486
France,1999-01-01,3.42137379882455,11.98,7.92000007629395,5.78000020980835,6.84999990463257
France,1998-01-01,3.58865942535427,12.08,8.3100004196167,6.26999998092651,7.28999996185303
France,1997-01-01,2.33629652937944,12.57,,,
France,1996-01-01,1.41299367250002,12.37,,,
France,1995-01-01,2.10669525325974,11.84,,,
France,1994-01-01,2.35834218111899,12.59,,,
France,1993-01-01,-0.628666351905437,11.32,,,
France,1992-01-01,1.59934267687127,10.21,,,
France,1991-01-01,1.04817584704435,9.13,,,
France,1990-01-01,2.92393508123074,,,,
France,1989-01-01,4.34386106267613,,,,
France,1988-01-01,4.74314219356484,,,,
France,1987-01-01,2.56190033450119,,,,
France,1986-01-01,2.33727634979969,,,,
France,1985-01-01,1.62278136715794,,,,
France,1984-01-01,1.51372160344316,,,,
France,1983-01-01,1.24086486211559,,,,
France,1982-01-01,2.50539661637579,,,,
France,1981-01-01,1.06901983853727,,,,
France,1980-01-01,1.57874525990584,,,,
France,1979-01-01,3.54998915669242,,,,
France,1978-01-01,3.97854372235838,,,,
France,1977-01-01,3.46431200428788,,,,
France,1976-01-01,4.35675890276836,,,,
France,1975-01-01,-0.959884746223096,,,,
France,1974-01-01,4.30091914308284,,,,
France,1973-01-01,6.34458067469789,,,,
France,1972-01-01,4.51137401861739,,,,
France,1971-01-01,5.31671589688149,,,,
France,1970-01-01,6.10867981285152,,,,
France,1969-01-01,7.10947534485236,,,,
France,1968-01-01,4.49130888579006,,,,
France,1967-01-01,4.92114891528463,,,,
France,1966-01-01,5.25183704566086,,,,
France,1965-01-01,4.86150769580638,,,,
France,1964-01-01,6.65209950760072,,,,
France,1963-01-01,6.23367995209179,,,,
France,1962-01-01,6.84346998523586,,,,
France,1961-01-01,4.9801118491384,,,,
France,1960-01-01,,,,,
United Kingdom,2020-01-01,-9.69381667097939,4.34,,,
United Kingdom,2019-01-01,1.67194419724758,3.74,2.39000010490417,2.5699999332428,2.48000001907349
United Kingdom,2018-01-01,1.65092549602133,4.0,2.49000000953674,2.53999996185303,2.50999999046326
United Kingdom,2017-01-01,2.13445309331686,4.33,2.91000008583069,2.60999989509583,2.75999999046326
United Kingdom,2016-01-01,2.26346353784494,4.81,3.07999992370605,2.75999999046326,2.92000007629395
United Kingdom,2015-01-01,2.62259667901294,5.3,2.94000005722046,2.95000004768372,2.94000005722046
United Kingdom,2014-01-01,2.99116481375781,6.11,3.1800000667572,3.16000008583069,3.17000007629395
United Kingdom,2013-01-01,1.8900183424514,7.52,3.67000007629395,4.19999980926514,3.9300000667572
United Kingdom,2012-01-01,1.46988752075868,7.89,4.26000022888184,4.30999994277954,4.28999996185303
United Kingdom,2011-01-01,1.4575633909042,8.04,4.15000009536743,4.46999979019165,4.30999994277954
United Kingdom,2010-01-01,2.13143819777204,7.79,3.65000009536743,4.44999980926514,4.05999994277954
United Kingdom,2009-01-01,-4.24735626579708,7.54,3.42000007629395,4.48999977111816,3.96000003814697
United Kingdom,2008-01-01,-0.239638084998987,5.62,2.71000003814697,2.89000010490417,2.79999995231628
United Kingdom,2007-01-01,2.26948687466346,5.26,2.36999988555908,2.6800000667572,2.52999997138977
United Kingdom,2006-01-01,2.58410467657816,5.35,2.60999989509583,2.84999990463257,2.74000000953674
United Kingdom,2005-01-01,2.59328001020944,4.75,2.29999995231628,2.78999996185303,2.55999994277954
United Kingdom,2004-01-01,2.35562976182804,4.59,2.00999999046326,2.66000008583069,2.34999990463257
United Kingdom,2003-01-01,3.02988992743832,4.81,1.96000003814697,3.0,2.50999999046326
United Kingdom,2002-01-01,2.12322277320661,5.04,2.10999989509583,3.0699999332428,2.60999989509583
United Kingdom,2001-01-01,2.07265627894577,4.7,2.0,2.39000010490417,2.21000003814697
United Kingdom,2000-01-01,3.6723691050331,5.56,2.19000005722046,2.67000007629395,2.45000004768372
United Kingdom,1999-01-01,2.99011144494511,6.04,2.49000000953674,3.28999996185303,2.9300000667572
United Kingdom,1998-01-01,3.15397337529933,6.2,3.46000003814697,4.38000011444092,3.99000000953674
United Kingdom,1997-01-01,4.9090257402803,7.07,,,
United Kingdom,1996-01-01,2.42854289501106,8.19,,,
United Kingdom,1995-01-01,2.53167000519647,8.69,,,
United Kingdom,1994-01-01,3.84600916756006,9.65,,,
United Kingdom,1993-01-01,2.48983098546481,10.35,,,
United Kingdom,1992-01-01,0.401082076194314,9.78,,,
United Kingdom,1991-01-01,-1.10312166213757,8.55,,,
United Kingdom,1990-01-01,0.733755520212199,,,,
United Kingdom,1989-01-01,2.57760269228832,,,,
United Kingdom,1988-01-01,5.73241372190093,,,,
United Kingdom,1987-01-01,5.39273830702331,,,,
United Kingdom,1986-01-01,3.15034054316553,,,,
United Kingdom,1985-01-01,4.14741499833957,,,,
United Kingdom,1984-01-01,2.26910517791023,,,,
United Kingdom,1983-01-01,4.22185627744311,,,,
United Kingdom,1982-01-01,1.99489131235828,,,,
United Kingdom,1981-01-01,-0.787743815803793,,,,
United Kingdom,1980-01-01,-2.03136778824265,,,,
United Kingdom,1979-01-01,3.74901651043007,,,,
United Kingdom,1978-01-01,4.20426054866481,,,,
United Kingdom,1977-01-01,2.45775046032897,,,,
United Kingdom,1976-01-01,2.91026617792257,,,,
United Kingdom,1975-01-01,-1.47364947033378,,,,
United Kingdom,1974-01-01,-2.48440400338406,,,,
United Kingdom,1973-01-01,6.52384844544498,,,,
United Kingdom,1972-01-01,4.32166766730984,,,,
United Kingdom,1971-01-01,3.50471735146473,,,,
United Kingdom,1970-01-01,6.31790666607679,,,,
United Kingdom,1969-01-01,1.92409683469894,,,,
United Kingdom,1968-01-01,5.44108343766115,,,,
United Kingdom,1967-01-01,2.78647464167507,,,,
United Kingdom,1966-01-01,1.57310041405223,,,,
United Kingdom,1965-01-01,2.14217654354569,,,,
United Kingdom,1964-01-01,5.53365938602349,,,,
United Kingdom,1963-01-01,4.8743839976478,,,,
United Kingdom,1962-01-01,1.1029096492187,,,,
United Kingdom,1961-01-01,2.67711894345372,,,,
United Kingdom,1960-01-01,,,,,
India,2020-01-01,-7.25175478178826,7.11,,,
India,2019-01-01,4.0415541865323,5.27,23.4200000762939,12.8400001525879,15.1099996566772
India,2018-01-01,6.53298901139763,5.33,24.6900005340576,12.6400003433228,15.2600002288818
India,2017-01-01,6.79538341897911,5.41,,,
India,2016-01-01,8.25630550179086,5.51,,,
India,2015-01-01,7.99625378571471,5.56,,,
India,2014-01-01,7.41022760508854,5.6,,,
India,2013-01-01,6.38610640094825,5.67,,,
India,2012-01-01,5.45638875297365,5.66,16.6100006103516,6.5,8.36999988555908
India,2011-01-01,5.24131500140663,5.65,,,
India,2010-01-01,8.49758470158106,5.65,16.7800006866455,5.42000007629395,7.44000005722046
India,2009-01-01,7.86188883303498,5.61,,,
India,2008-01-01,3.08669805953289,5.36,,,
India,2007-01-01,7.66081506504928,5.41,,,
India,2006-01-01,8.06073257303272,5.52,,,
India,2005-01-01,7.92343062149763,5.65,20.1700000762939,6.30000019073486,8.72000026702881
India,2004-01-01,7.92293661286503,5.72,,,
India,2003-01-01,7.86038147553259,5.77,,,
India,2002-01-01,3.8039753213758,5.77,,,
India,2001-01-01,4.82396626390641,5.73,,,
India,2000-01-01,3.84099115681285,5.75,21.1200008392334,8.39000034332275,10.3100004196167
India,1999-01-01,8.84575556105509,5.78,,,
India,1998-01-01,6.18441582090618,5.74,,,
India,1997-01-01,4.0498208490926,5.74,,,
India,1996-01-01,7.5495222488198,5.75,,,
India,1995-01-01,7.57449184032379,5.75,,,
India,1994-01-01,6.65892406734025,5.75,21.0900001525879,8.11999988555908,10.0100002288818
India,1993-01-01,4.75077621965234,5.72,,,
India,1992-01-01,5.48239602167047,5.61,,,
India,1991-01-01,1.05683143294308,5.55,,,
India,1990-01-01,5.53345456306511,,,,
India,1989-01-01,5.94734332826501,,,,
India,1988-01-01,9.62778291984819,,,,
India,1987-01-01,3.96535563390586,,,,
India,1986-01-01,4.77656417048958,,,,
India,1985-01-01,5.25429922330882,,,,
India,1984-01-01,3.82073785597366,,,,
India,1983-01-01,7.28889290124583,,,,
India,1982-01-01,3.47573324031229,,,,
India,1981-01-01,6.00620362381754,,,,
India,1980-01-01,6.73582152799834,,,,
India,1979-01-01,-5.23818270278925,,,,
India,1978-01-01,5.71253208900177,,,,
India,1977-01-01,7.2547645858358,,,,
India,1976-01-01,1.66310363661293,,,,
India,1975-01-01,9.14991201480568,,,,
India,1974-01-01,1.18533626034041,,,,
India,1973-01-01,3.29552113522355,,,,
India,1972-01-01,-0.553301312377599,,,,
India,1971-01-01,1.64293038388746,,,,
India,1970-01-01,5.15722973608288,,,,
India,1969-01-01,6.53970029627997,,,,
India,1968-01-01,3.38792917600293,,,,
India,1967-01-01,7.82596303033039,,,,
India,1966-01-01,-0.0553287698314762,,,,
